Txn Id,Merchant Ref No,Payer VPA,Payer Name,Txn Date,Credit Date,Settlement Utr,Txn Amount,MDR,GST,Net Amount,Refund Amount,Status,Remarks
UPI884696049264,GLX-207961,anokhi16@okhdfcbank,Anokhi Kitchenware Pvt Ltd,09/03/2026 20:41,10/03/2026,AXISUPI260310100,"₹32,274.00",₹645.48,₹116.19,"₹31,512.33",,SUCCESS,UPI collect for GLX-207961 Secondary transport recovery
UPI852701023668,GLX-208057,ambar74@okicici,Ambar Cold Rooms Pvt Ltd,09/03/2026 17:35,11/03/2026,AXISUPI260311197,"₹17,226.97",₹344.54,₹62.02,"₹16,820.41",,SUCCESS,UPI collect for GLX-208057 Warehouse handling recovery
UPI963151135871,GLX-208278,meghdoot70@okhdfcbank,Meghdoot Packaging LLP,09/03/2026 12:13,10/03/2026,AXISUPI260310274,"₹28,549.74",₹570.99,₹102.78,"₹27,875.97",,SUCCESS,UPI collect for GLX-208278 Job work conversion charges
UPI832624950199,GLX-208397,vindhya51@okaxis,Vindhya Plastics Private Limited,09/03/2026 10:15,10/03/2026,AXISUPI260310600,"₹74,804.00","₹1,496.08",₹269.29,"₹73,038.63",,SUCCESS,UPI collect for GLX-208397 Annual maintenance billing
UPI918724910286,GLX-208668,neelkanth46@okhdfcbank,Neelkanth Ceramics Pvt Ltd,09/03/2026 16:27,10/03/2026,AXISUPI260310400,"₹33,060.00",₹661.20,₹119.02,"₹32,279.78",,SUCCESS,UPI collect for GLX-208668 Machinery hire charges
UPI800720916258,GLX-209321,yamini00@okhdfcbank,Yamini Home Needs Pvt Ltd,09/03/2026 11:23,10/03/2026,AXISUPI260310100,"₹75,078.00","₹1,501.56",₹270.28,"₹73,306.16",,SUCCESS,UPI collect for GLX-209321 Export documentation recovery
UPI307495092209,GLX-209412,tanmay57@okhdfcbank,Tanmay Toolroom Private Limited,09/03/2026 14:27,10/03/2026,AXISUPI260310400,"₹28,731.00",₹574.62,₹103.43,"₹28,052.95",,SUCCESS,UPI collect for GLX-209412 Design retainer billing
UPI714249476904,GLX-209605,marudhar19@oksbi,Marudhar Furnishings LLP,09/03/2026 11:41,11/03/2026,AXISUPI260311993,"₹19,052.93",₹381.06,₹68.59,"₹18,603.28",,SUCCESS,UPI collect for GLX-209605 Rework charges billed
UPI354628989044,GLX-209778,rukmini26@okaxis,Rukmini Provisions Private Limited,09/03/2026 14:47,10/03/2026,AXISUPI260310300,"₹69,590.00","₹1,391.80",₹250.52,"₹67,947.68",,SUCCESS,UPI collect for GLX-209778 Scrap sale realisation
UPI230162745156,GLX-204266,bhoomi20@okhdfcbank,Bhoomi Tiles and Sanitary LLP,10/03/2026 10:41,11/03/2026,AXISUPI260311100,"₹56,493.00","₹1,129.86",₹203.37,"₹55,159.77",,SUCCESS,UPI collect for GLX-204266 Tooling amortisation billing
UPI813435696333,GLX-205023,rukmini88@okhdfcbank,Rukmini Provisions Private Limited,10/03/2026 19:30,11/03/2026,AXISUPI260311490,"₹95,124.90","₹1,902.50",₹342.45,"₹92,879.95",,SUCCESS,UPI collect for GLX-205023 Testing and calibration charges
UPI948932679910,GLX-205497,jashan41@okkotak,Jashan Sports Goods Pvt Ltd,10/03/2026 13:20,12/03/2026,AXISUPI260312181,"₹84,312.81","₹1,686.26",₹303.53,"₹82,323.02",,SUCCESS,UPI collect for GLX-205497 Contract manufacturing charges
UPI570269216403,GLX-205874,bhavani78@okkotak,Bhavani Steel Trading Pvt Ltd,10/03/2026 13:03,12/03/2026,AXISUPI260312871,"₹67,579.71","₹1,351.59",₹243.29,"₹65,984.83",,SUCCESS,UPI collect for GLX-205874 Trial batch supply
UPI767077541162,GLX-205901,nirvaan05@okicici,Nirvaan Agro Mills Pvt Ltd,10/03/2026 12:21,12/03/2026,AXISUPI260312857,"₹61,513.57","₹1,230.27",₹221.45,"₹60,061.85",,SUCCESS,UPI collect for GLX-205901 Sample despatch billing
UPI937255245343,GLX-206588,vaayu33@okaxis,Vaayu Organics Private Limited,10/03/2026 20:49,11/03/2026,AXISUPI260311744,"₹93,957.44","₹1,879.15",₹338.25,"₹91,740.04",,SUCCESS,UPI collect for GLX-206588 Scrap sale realisation
UPI576519887577,GLX-206896,madhuban95@ybl,Madhuban Nurseries Pvt Ltd,10/03/2026 13:07,11/03/2026,AXISUPI260311500,"₹72,814.00","₹1,456.28",₹262.13,"₹71,095.59",,SUCCESS,UPI collect for GLX-206896 Palletisation charges
UPI242152690480,GLX-206983,tanmay66@okaxis,Tanmay Toolroom Private Limited,10/03/2026 19:43,11/03/2026,AXISUPI260311300,"₹51,626.00","₹1,032.52",₹185.85,"₹50,407.63",,SUCCESS,UPI collect for GLX-206983 Packaging material supply
UPI813009564183,GLX-207023,sitara46@ybl,Sitara Packaging Solutions Pvt Ltd,10/03/2026 14:21,11/03/2026,AXISUPI260311500,"₹88,447.00","₹1,768.94",₹318.41,"₹86,359.65",,SUCCESS,UPI collect for GLX-207023 Warehouse handling recovery
UPI232130361394,GLX-207171,girnar77@ybl,Girnar Pipes and Fittings Pvt Ltd,10/03/2026 09:30,11/03/2026,AXISUPI260311800,"₹71,062.00","₹1,421.24",₹255.82,"₹69,384.94",,SUCCESS,UPI collect for GLX-207171 Secondary transport recovery
UPI856049157394,GLX-207251,sanchit13@okhdfcbank,Sanchit Hardware Depot Pvt Ltd,10/03/2026 14:55,11/03/2026,AXISUPI260311400,"₹52,158.00","₹1,043.16",₹187.77,"₹50,927.07",,SUCCESS,UPI collect for GLX-207251 Site erection charges
UPI286988692922,GLX-207304,palashwood27@okhdfcbank,Palashwood Interiors Pvt Ltd,10/03/2026 14:27,11/03/2026,AXISUPI260311400,"₹22,998.00",₹459.96,₹82.79,"₹22,455.25",,SUCCESS,UPI collect for GLX-207304 Bulk despatch schedule B
UPI641286165593,GLX-207376,chirag95@oksbi,Chirag Battery House Pvt Ltd,10/03/2026 19:29,12/03/2026,AXISUPI260312669,"₹43,691.69",₹873.83,₹157.29,"₹42,660.57",,SUCCESS,UPI collect for GLX-207376 Machinery hire charges
UPI111938105664,GLX-207906,suvarna61@okhdfcbank,Suvarna Weaves LLP,10/03/2026 18:04,11/03/2026,AXISUPI260311400,"₹11,919.00",₹238.38,₹42.91,"₹11,637.71",,SUCCESS,UPI collect for GLX-207906 Rework charges billed
UPI428238278350,GLX-208007,tarangini94@okaxis,Tarangini Prints LLP,10/03/2026 10:06,11/03/2026,AXISUPI260311900,"₹31,427.00",₹628.54,₹113.14,"₹30,685.32",,SUCCESS,UPI collect for GLX-208007 Design retainer billing
UPI874686590187,GLX-208259,sohrab02@okhdfcbank,Sohrab Auto Spares LLP,10/03/2026 16:32,11/03/2026,AXISUPI260311700,"₹41,937.00",₹838.74,₹150.97,"₹40,947.29",,SUCCESS,UPI collect for GLX-208259 Consignment despatch
UPI467790288036,GLX-208659,utsav65@okhdfcbank,Utsav Bakers LLP,10/03/2026 11:23,11/03/2026,AXISUPI260311400,"₹21,297.00",₹425.94,₹76.67,"₹20,794.39",,SUCCESS,UPI collect for GLX-208659 Scrap sale realisation
UPI815409151661,GLX-208664,suvarna28@okaxis,Suvarna Weaves LLP,10/03/2026 10:55,04/04/2026,AXISUPI260404456,"₹40,278.56",₹805.57,₹145.00,"₹39,327.99",,SUCCESS,UPI collect for GLX-208664 Labelling job billing
UPI289054484702,GLX-208866,kalanjali69@okicici,Kalanjali Crafts Pvt Ltd,10/03/2026 15:25,12/03/2026,AXISUPI260312485,"₹62,301.85","₹1,246.04",₹224.29,"₹60,831.52",,SUCCESS,UPI collect for GLX-208866 Job work conversion charges
UPI641448874081,GLX-208980,shubhankar81@okhdfcbank,Shubhankar Electricals LLP,10/03/2026 16:18,11/03/2026,AXISUPI260311400,"₹62,301.00","₹1,246.02",₹224.28,"₹60,830.70",,SUCCESS,UPI collect for GLX-208980 Mould development charges
UPI956554818829,GLX-209343,anokhi22@okaxis,Anokhi Kitchenware Pvt Ltd,10/03/2026 08:06,11/03/2026,AXISUPI260311900,"₹72,143.00","₹1,442.86",₹259.71,"₹70,440.43",,SUCCESS,UPI collect for GLX-209343 Export documentation recovery
UPI789757311455,GLX-209425,chandravat30@okhdfcbank,Chandravat Metals Private Limited,10/03/2026 12:40,11/03/2026,AXISUPI260311508,"₹41,782.08",₹835.64,₹150.42,"₹40,796.02",,SUCCESS,UPI collect for GLX-209425 Bulk despatch schedule A
UPI808855617888,GLX-209462,devgiri19@okkotak,Devgiri Paints LLP,10/03/2026 13:23,12/03/2026,AXISUPI260312169,"₹39,915.69",₹798.31,₹143.70,"₹38,973.68",,SUCCESS,UPI collect for GLX-209462 Annual maintenance billing
UPI447503784816,GLX-209961,vindhya60@okhdfcbank,Vindhya Plastics Private Limited,10/03/2026 14:18,11/03/2026,AXISUPI260311700,"₹4,191.00",₹83.82,₹15.09,"₹4,092.09",,SUCCESS,UPI collect for GLX-209961 Freight recovery billing
UPI937859179205,GLX-209962,ambar61@okaxis,Ambar Cold Rooms Pvt Ltd,10/03/2026 13:06,11/03/2026,AXISUPI260311300,"₹93,593.00","₹1,871.86",₹336.93,"₹91,384.21",,SUCCESS,UPI collect for GLX-209962 Spare kit despatch
UPI714948592754,GLX-209969,marudhar36@okaxis,Marudhar Furnishings LLP,10/03/2026 15:14,11/03/2026,AXISUPI260311882,"₹82,564.82","₹1,651.30",₹297.23,"₹80,616.29",,SUCCESS,UPI collect for GLX-209969 Labelling job billing
UPI845997043420,GLX-204186,shubhankar38@okaxis,Shubhankar Electricals LLP,11/03/2026 19:56,12/03/2026,AXISUPI260312900,"₹91,322.00","₹1,826.44",₹328.76,"₹89,166.80",,SUCCESS,UPI collect for GLX-204186 Machinery hire charges
UPI876193614284,GLX-204645,kesari63@ybl,Kesari Handlooms Pvt Ltd,11/03/2026 12:08,12/03/2026,AXISUPI260312932,"₹50,030.32","₹1,000.61",₹180.11,"₹48,849.60",,SUCCESS,UPI collect for GLX-204645 Annual maintenance billing
UPI571980274750,GLX-204702,barkat41@okhdfcbank,Barkat Stationers Private Limited,11/03/2026 10:18,12/03/2026,AXISUPI260312100,"₹43,308.00",₹866.16,₹155.91,"₹42,285.93",,SUCCESS,UPI collect for GLX-204702 Trial batch supply
UPI773104726407,GLX-204929,neelkanth14@ybl,Neelkanth Ceramics Pvt Ltd,11/03/2026 13:53,12/03/2026,AXISUPI260312200,"₹89,083.00","₹1,781.66",₹320.70,"₹86,980.64",,SUCCESS,UPI collect for GLX-204929 Mould development charges
UPI497408832347,GLX-204956,sohrab51@okkotak,Sohrab Auto Spares LLP,11/03/2026 10:36,13/03/2026,AXISUPI260313991,"₹83,924.91","₹1,678.50",₹302.13,"₹81,944.28",,SUCCESS,UPI collect for GLX-204956 Bulk despatch schedule A
UPI610566064781,GLX-205100,vaayu36@okhdfcbank,Vaayu Organics Private Limited,11/03/2026 18:40,12/03/2026,AXISUPI260312628,"₹17,204.28",₹344.09,₹61.94,"₹16,798.25",,SUCCESS,UPI collect for GLX-205100 Testing and calibration charges
UPI444717817708,GLX-205103,tanmay93@ybl,Tanmay Toolroom Private Limited,11/03/2026 19:03,12/03/2026,AXISUPI260312800,"₹82,384.00","₹1,647.68",₹296.58,"₹80,439.74",,SUCCESS,UPI collect for GLX-205103 Design retainer billing
UPI510314248496,GLX-205110,jashan41@okaxis,Jashan Sports Goods Pvt Ltd,11/03/2026 10:29,12/03/2026,AXISUPI260312900,"₹43,793.00",₹875.86,₹157.65,"₹42,759.49",,SUCCESS,UPI collect for GLX-205110 Bulk despatch schedule B
UPI436601024962,GLX-205531,madhuban49@okhdfcbank,Madhuban Nurseries Pvt Ltd,11/03/2026 19:41,12/03/2026,AXISUPI260312454,"₹31,782.54",₹635.65,₹114.42,"₹31,032.47",,SUCCESS,UPI collect for GLX-205531 Sample despatch billing
UPI157935250739,GLX-205533,nirvaan50@okkotak,Nirvaan Agro Mills Pvt Ltd,11/03/2026 17:02,13/03/2026,AXISUPI260313187,"₹23,688.87",₹473.78,₹85.28,"₹23,129.81",,SUCCESS,UPI collect for GLX-205533 Palletisation charges
UPI510102682280,GLX-206183,girnar22@okaxis,Girnar Pipes and Fittings Pvt Ltd,11/03/2026 10:43,12/03/2026,AXISUPI260312900,"₹8,414.00",₹168.28,₹30.29,"₹8,215.43",,SUCCESS,UPI collect for GLX-206183 Export documentation recovery
UPI370928924804,GLX-206426,anokhi41@okhdfcbank,Anokhi Kitchenware Pvt Ltd,11/03/2026 08:09,12/03/2026,AXISUPI260312700,"₹75,318.00","₹1,506.36",₹271.14,"₹73,540.50",,SUCCESS,UPI collect for GLX-206426 Secondary transport recovery
UPI988311118254,GLX-206492,kaveri11@okaxis,Kaveri Rubber Works Pvt Ltd,11/03/2026 14:25,12/03/2026,AXISUPI260312252,"₹48,745.52",₹974.91,₹175.48,"₹47,595.13",,SUCCESS,UPI collect for GLX-206492 Contract manufacturing charges
UPI505976248050,GLX-206583,bhavani46@okicici,Bhavani Steel Trading Pvt Ltd,11/03/2026 12:47,13/03/2026,AXISUPI260313473,"₹73,614.73","₹1,472.29",₹265.01,"₹71,877.43",,SUCCESS,UPI collect for GLX-206583 Tooling amortisation billing
UPI212156391096,GLX-206786,rukmini89@okkotak,Rukmini Provisions Private Limited,11/03/2026 12:13,13/03/2026,AXISUPI260313877,"₹42,199.77",₹844.00,₹151.92,"₹41,203.85",,SUCCESS,UPI collect for GLX-206786 Scrap sale realisation
UPI448238619491,GLX-207342,devgiri00@ybl,Devgiri Paints LLP,11/03/2026 18:53,12/03/2026,AXISUPI260312500,"₹81,868.00","₹1,637.36",₹294.72,"₹79,935.92",,SUCCESS,UPI collect for GLX-207342 Freight recovery billing
UPI408504795912,GLX-207563,meghdoot36@okhdfcbank,Meghdoot Packaging LLP,11/03/2026 08:55,12/03/2026,AXISUPI260312520,"₹42,556.20",₹851.12,₹153.20,"₹41,551.88",,SUCCESS,UPI collect for GLX-207563 Site erection charges
UPI151652733874,GLX-207592,sitara55@okhdfcbank,Sitara Packaging Solutions Pvt Ltd,11/03/2026 08:09,12/03/2026,AXISUPI260312400,"₹14,439.00",₹288.78,₹51.98,"₹14,098.24",,SUCCESS,UPI collect for GLX-207592 Spare kit despatch
UPI222811054856,GLX-207679,yamini02@okicici,Yamini Home Needs Pvt Ltd,11/03/2026 09:57,13/03/2026,AXISUPI260313131,"₹83,475.31","₹1,669.51",₹300.51,"₹81,505.29",,SUCCESS,UPI collect for GLX-207679 Secondary transport recovery
UPI740920100987,GLX-207844,ekansh72@okhdfcbank,Ekansh Glassworks Private Limited,11/03/2026 17:22,12/03/2026,AXISUPI260312388,"₹42,707.88",₹854.16,₹153.75,"₹41,699.97",,SUCCESS,UPI collect for GLX-207844 Rework charges billed
UPI517541346596,GLX-208298,suvarna01@ybl,Suvarna Weaves LLP,11/03/2026 12:21,12/03/2026,AXISUPI260312500,"₹62,824.00","₹1,256.48",₹226.17,"₹61,341.35",,SUCCESS,UPI collect for GLX-208298 Labelling job billing
UPI195561694600,GLX-208393,prithvi22@okhdfcbank,Prithvi Seeds and Feeds Pvt Ltd,11/03/2026 20:36,12/03/2026,AXISUPI260312100,"₹63,801.00","₹1,276.02",₹229.68,"₹62,295.30",,SUCCESS,UPI collect for GLX-208393 Consignment despatch
UPI754562755232,GLX-208791,ranjeet90@ybl,Ranjeet Timber Depot Pvt Ltd,11/03/2026 13:26,12/03/2026,AXISUPI260312500,"₹13,513.00",₹270.26,₹48.65,"₹13,194.09",,SUCCESS,UPI collect for GLX-208791 Warehouse handling recovery
UPI252514085848,GLX-209077,sanchit40@ybl,Sanchit Hardware Depot Pvt Ltd,11/03/2026 16:12,12/03/2026,AXISUPI260312200,"₹89,803.00","₹1,796.06",₹323.29,"₹87,683.65",,SUCCESS,UPI collect for GLX-209077 Job work conversion charges
UPI133668294854,GLX-209138,naaz78@okaxis,Naaz Fabrics Private Limited,11/03/2026 09:01,12/03/2026,AXISUPI260312300,"₹86,744.00","₹1,734.88",₹312.28,"₹84,696.84",,SUCCESS,UPI collect for GLX-209138 Packaging material supply
UPI695583375540,GLX-204379,girnar04@okicici,Girnar Pipes and Fittings Pvt Ltd,12/03/2026 13:38,14/03/2026,AXISUPI260314605,"₹62,015.05","₹1,240.30",₹223.25,"₹60,551.50",,SUCCESS,UPI collect for GLX-204379 Secondary transport recovery
UPI619692526228,GLX-204572,neelkanth35@okicici,Neelkanth Ceramics Pvt Ltd,12/03/2026 10:21,14/03/2026,AXISUPI260314437,"₹84,648.37","₹1,692.97",₹304.73,"₹82,650.67",,SUCCESS,UPI collect for GLX-204572 Machinery hire charges
UPI466398192354,GLX-205335,shubhankar78@oksbi,Shubhankar Electricals LLP,12/03/2026 20:43,14/03/2026,AXISUPI260314249,"₹54,847.49","₹1,096.95",₹197.45,"₹53,553.09",,SUCCESS,UPI collect for GLX-205335 Mould development charges
UPI795289385163,GLX-205552,kesari14@ybl,Kesari Handlooms Pvt Ltd,12/03/2026 20:03,13/03/2026,AXISUPI260313326,"₹58,196.26","₹1,163.93",₹209.51,"₹56,822.82",,SUCCESS,UPI collect for GLX-205552 Freight recovery billing
UPI637827393302,GLX-205632,barkat94@okhdfcbank,Barkat Stationers Private Limited,12/03/2026 14:55,13/03/2026,AXISUPI260313100,"₹64,989.00","₹1,299.78",₹233.96,"₹63,455.26",,SUCCESS,UPI collect for GLX-205632 Tooling amortisation billing
UPI640548007348,GLX-206205,yamini09@okkotak,Yamini Home Needs Pvt Ltd,12/03/2026 15:16,14/03/2026,AXISUPI260314919,"₹69,578.19","₹1,391.56",₹250.48,"₹67,936.15",,SUCCESS,UPI collect for GLX-206205 Export documentation recovery
UPI561430277925,GLX-206263,vaayu38@okhdfcbank,Vaayu Organics Private Limited,12/03/2026 15:47,13/03/2026,AXISUPI260313352,"₹66,602.52","₹1,332.05",₹239.77,"₹65,030.70",,SUCCESS,UPI collect for GLX-206263 Scrap sale realisation
UPI519449797129,GLX-206268,vindhya45@ybl,Vindhya Plastics Private Limited,12/03/2026 08:40,13/03/2026,AXISUPI260313566,"₹34,816.66",₹696.33,₹125.34,"₹33,994.99",,SUCCESS,UPI collect for GLX-206268 Annual maintenance billing
UPI899292098072,GLX-206452,naaz09@okicici,Naaz Fabrics Private Limited,12/03/2026 19:38,14/03/2026,AXISUPI260314359,"₹66,008.59","₹1,320.17",₹237.63,"₹64,450.79",,SUCCESS,UPI collect for GLX-206452 Design retainer billing
UPI444836079436,GLX-206658,ojas18@okicici,Ojas Lighting Private Limited,12/03/2026 17:02,14/03/2026,AXISUPI260314437,"₹27,768.37",₹555.37,₹99.97,"₹27,113.03",,SUCCESS,UPI collect for GLX-206658 Sample despatch billing
UPI688495204950,GLX-207556,tarangini80@okhdfcbank,Tarangini Prints LLP,12/03/2026 08:18,13/03/2026,AXISUPI260313100,"₹49,626.00",₹992.52,₹178.65,"₹48,454.83",,SUCCESS,UPI collect for GLX-207556 Packaging material supply
UPI618200356984,GLX-207897,devgiri74@oksbi,Devgiri Paints LLP,12/03/2026 10:40,14/03/2026,AXISUPI260314561,"₹87,466.61","₹1,749.33",₹314.88,"₹85,402.40",,SUCCESS,UPI collect for GLX-207897 Annual maintenance billing
UPI581725425337,GLX-207912,kaveri78@ybl,Kaveri Rubber Works Pvt Ltd,12/03/2026 12:44,13/03/2026,AXISUPI260313500,"₹73,552.00","₹1,471.04",₹264.79,"₹71,816.17",,SUCCESS,UPI collect for GLX-207912 Bulk despatch schedule B
UPI378834972771,GLX-207967,ambar20@okhdfcbank,Ambar Cold Rooms Pvt Ltd,12/03/2026 12:18,13/03/2026,AXISUPI260313400,"₹19,245.00",₹384.90,₹69.28,"₹18,790.82",,SUCCESS,UPI collect for GLX-207967 Warehouse handling recovery
UPI383906382475,GLX-208146,palashwood45@okaxis,Palashwood Interiors Pvt Ltd,12/03/2026 19:06,13/03/2026,AXISUPI260313300,"₹64,811.00","₹1,296.22",₹233.32,"₹63,281.46",,SUCCESS,UPI collect for GLX-208146 Contract manufacturing charges
UPI542107138179,GLX-208151,bhoomi42@ybl,Bhoomi Tiles and Sanitary LLP,12/03/2026 10:47,13/03/2026,AXISUPI260313536,"₹23,476.36",₹469.53,₹84.52,"₹22,922.31",,SUCCESS,UPI collect for GLX-208151 Trial batch supply
UPI471717173022,GLX-208331,madhuban48@okicici,Madhuban Nurseries Pvt Ltd,12/03/2026 10:04,14/03/2026,AXISUPI260314215,"₹74,701.15","₹1,494.02",₹268.92,"₹72,938.21",,SUCCESS,UPI collect for GLX-208331 Palletisation charges
UPI107232759788,GLX-208446,utsav81@okhdfcbank,Utsav Bakers LLP,12/03/2026 13:13,13/03/2026,AXISUPI260313100,"₹48,042.00",₹960.84,₹172.95,"₹46,908.21",,SUCCESS,UPI collect for GLX-208446 Testing and calibration charges
UPI501334452303,GLX-208817,prithvi30@okhdfcbank,Prithvi Seeds and Feeds Pvt Ltd,12/03/2026 09:00,13/03/2026,AXISUPI260313400,"₹9,516.00",₹190.32,₹34.26,"₹9,291.42",,SUCCESS,UPI collect for GLX-208817 Bulk despatch schedule A
UPI628540678415,GLX-208844,marudhar88@okhdfcbank,Marudhar Furnishings LLP,12/03/2026 11:23,13/03/2026,AXISUPI260313400,"₹44,229.00",₹884.58,₹159.22,"₹43,185.20",,SUCCESS,UPI collect for GLX-208844 Rework charges billed
UPI129161139301,GLX-209250,kalanjali71@ybl,Kalanjali Crafts Pvt Ltd,12/03/2026 12:49,13/03/2026,AXISUPI260313800,"₹70,963.00","₹1,419.26",₹255.47,"₹69,288.27",,SUCCESS,UPI collect for GLX-209250 Site erection charges
UPI825743425030,GLX-209262,meghdoot16@ybl,Meghdoot Packaging LLP,12/03/2026 12:49,13/03/2026,AXISUPI260313500,"₹20,731.00",₹414.62,₹74.63,"₹20,241.75",,SUCCESS,UPI collect for GLX-209262 Job work conversion charges
UPI762765735066,GLX-209481,chirag71@ybl,Chirag Battery House Pvt Ltd,12/03/2026 11:20,13/03/2026,AXISUPI260313488,"₹20,235.88",₹404.72,₹72.85,"₹19,758.31",,SUCCESS,UPI collect for GLX-209481 Mould development charges
UPI874246615911,GLX-209716,chandravat33@ybl,Chandravat Metals Private Limited,12/03/2026 13:20,13/03/2026,AXISUPI260313242,"₹16,390.42",₹327.81,₹59.01,"₹16,003.60",,SUCCESS,UPI collect for GLX-209716 Consignment despatch
UPI122135074263,GLX-209920,ranjeet48@okaxis,Ranjeet Timber Depot Pvt Ltd,12/03/2026 19:52,13/03/2026,AXISUPI260313300,"₹60,059.00","₹1,201.18",₹216.21,"₹58,641.61",,SUCCESS,UPI collect for GLX-209920 Spare kit despatch
UPI875487374774,GLX-209994,ekansh81@okhdfcbank,Ekansh Glassworks Private Limited,12/03/2026 18:50,13/03/2026,AXISUPI260313700,"₹71,322.00","₹1,426.44",₹256.76,"₹69,638.80",,SUCCESS,UPI collect for GLX-209994 Labelling job billing
UPI609539674679,GLX-204508,bhoomi37@ybl,Bhoomi Tiles and Sanitary LLP,13/03/2026 14:05,14/03/2026,AXISUPI260314350,"₹94,700.50","₹1,894.01",₹340.92,"₹92,465.57",,SUCCESS,UPI collect for GLX-204508 Tooling amortisation billing
UPI187135904065,GLX-204623,kesari82@okhdfcbank,Kesari Handlooms Pvt Ltd,13/03/2026 08:04,14/03/2026,AXISUPI260314994,"₹32,588.94",₹651.78,₹117.32,"₹31,819.84",,SUCCESS,UPI collect for GLX-204623 Annual maintenance billing
UPI266004296522,GLX-205029,anokhi07@okkotak,Anokhi Kitchenware Pvt Ltd,13/03/2026 14:45,15/03/2026,AXISUPI260315631,"₹15,512.31",₹310.25,₹55.84,"₹15,146.22",,SUCCESS,UPI collect for GLX-205029 Export documentation recovery
UPI204945872823,GLX-205039,suvarna78@ybl,Suvarna Weaves LLP,13/03/2026 18:07,14/03/2026,AXISUPI260314800,"₹72,970.00","₹1,459.40",₹262.69,"₹71,247.91",,SUCCESS,UPI collect for GLX-205039 Rework charges billed
UPI846241118259,GLX-205081,bhavani34@okhdfcbank,Bhavani Steel Trading Pvt Ltd,13/03/2026 16:28,14/03/2026,AXISUPI260314292,"₹56,467.92","₹1,129.36",₹203.28,"₹55,135.28",,SUCCESS,UPI collect for GLX-205081 Trial batch supply
UPI187489491054,GLX-205135,tanmay02@ybl,Tanmay Toolroom Private Limited,13/03/2026 14:21,14/03/2026,AXISUPI260314200,"₹90,631.00","₹1,812.62",₹326.27,"₹88,492.11",,SUCCESS,UPI collect for GLX-205135 Packaging material supply
UPI874148941275,GLX-205324,kalanjali70@ybl,Kalanjali Crafts Pvt Ltd,13/03/2026 08:40,14/03/2026,AXISUPI260314800,"₹75,166.00","₹1,503.32",₹270.60,"₹73,392.08",,SUCCESS,UPI collect for GLX-205324 Job work conversion charges
UPI878141102237,GLX-205616,rukmini90@okhdfcbank,Rukmini Provisions Private Limited,13/03/2026 19:31,14/03/2026,AXISUPI260314268,"₹40,618.68",₹812.37,₹146.23,"₹39,660.08",,SUCCESS,UPI collect for GLX-205616 Testing and calibration charges
UPI495008109267,GLX-205695,neelkanth68@okhdfcbank,Neelkanth Ceramics Pvt Ltd,13/03/2026 11:23,14/03/2026,AXISUPI260314100,"₹66,888.00","₹1,337.76",₹240.80,"₹65,309.44",,SUCCESS,UPI collect for GLX-205695 Mould development charges
UPI251219996651,GLX-205998,nirvaan87@okhdfcbank,Nirvaan Agro Mills Pvt Ltd,13/03/2026 16:18,14/03/2026,AXISUPI260314400,"₹47,559.00",₹951.18,₹171.21,"₹46,436.61",,SUCCESS,UPI collect for GLX-205998 Sample despatch billing
UPI266223823769,GLX-206081,ambar03@okaxis,Ambar Cold Rooms Pvt Ltd,13/03/2026 09:01,14/03/2026,AXISUPI260314900,"₹6,209.00",₹124.18,₹22.35,"₹6,062.47",,SUCCESS,UPI collect for GLX-206081 Spare kit despatch
UPI856201531751,GLX-206122,jashan54@ybl,Jashan Sports Goods Pvt Ltd,13/03/2026 10:46,14/03/2026,AXISUPI260314224,"₹74,215.24","₹1,484.30",₹267.17,"₹72,463.77",,SUCCESS,UPI collect for GLX-206122 Contract manufacturing charges
UPI339553968979,GLX-206556,sanchit57@okaxis,Sanchit Hardware Depot Pvt Ltd,13/03/2026 16:20,14/03/2026,AXISUPI260314726,"₹18,699.26",₹373.99,₹67.32,"₹18,257.95",,SUCCESS,UPI collect for GLX-206556 Site erection charges
UPI963830899645,GLX-206988,tarangini16@oksbi,Tarangini Prints LLP,13/03/2026 16:34,15/03/2026,AXISUPI260315309,"₹39,449.09",₹788.98,₹142.02,"₹38,518.09",,SUCCESS,UPI collect for GLX-206988 Design retainer billing
UPI949580052610,GLX-207278,sitara91@okkotak,Sitara Packaging Solutions Pvt Ltd,13/03/2026 17:34,15/03/2026,AXISUPI260315493,"₹71,553.93","₹1,431.08",₹257.59,"₹69,865.26",,SUCCESS,UPI collect for GLX-207278 Warehouse handling recovery
UPI736975168142,GLX-207422,marudhar53@ybl,Marudhar Furnishings LLP,13/03/2026 20:30,14/03/2026,AXISUPI260314500,"₹46,804.00",₹936.08,₹168.49,"₹45,699.43",,SUCCESS,UPI collect for GLX-207422 Labelling job billing
UPI940346708120,GLX-207474,utsav34@okaxis,Utsav Bakers LLP,13/03/2026 09:44,14/03/2026,AXISUPI260314204,"₹51,517.04","₹1,030.34",₹185.46,"₹50,301.24",,SUCCESS,UPI collect for GLX-207474 Scrap sale realisation
UPI669141509875,GLX-207489,vindhya36@oksbi,Vindhya Plastics Private Limited,13/03/2026 15:27,15/03/2026,AXISUPI260315993,"₹13,949.93",₹279.00,₹50.22,"₹13,620.71",,SUCCESS,UPI collect for GLX-207489 Freight recovery billing
