Posting Date,Document No,Journal,GL Account Code,Cost Centre,External Ref,Customer,Narrative,Debit,Credit,Currency
07-Mar-2026,DOC/2026/206198,SALES,4120-REV-DOM,CC-HYD-01,GLX-206198,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,31003.00,INR
07-Mar-2026,DOC/2026/206202,SALES,4120-REV-DOM,CC-BLR-02,GLX-206202,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,35131.73,INR
07-Mar-2026,DOC/2026/206237,SALES,4140-REV-DOM,CC-BLR-02,GLX-206237,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,12141.00,INR
07-Mar-2026,DOC/2026/206386,SALES,4110-REV-DOM,CC-MYS-01,GLX-206386,Chirag Battery House Pvt Ltd,Machinery hire charges,,40962.00,INR
07-Mar-2026,DOC/2026/206417,SALES,4110-REV-DOM,CC-HYD-01,GLX-206417,Madhuban Nurseries Pvt Ltd,Palletisation charges,,94308.00,INR
07-Mar-2026,DOC/2026/206443,SALES,4160-REV-DOM,CC-HYD-01,GLX-206443,Naaz Fabrics Private Limited,Design retainer billing,,64463.09,INR
07-Mar-2026,DOC/2026/206484,SALES,4120-REV-DOM,CC-BLR-02,GLX-206484,Suvarna Weaves LLP,Rework charges billed,,65431.00,INR
07-Mar-2026,DOC/2026/206668,SALES,4130-REV-DOM,CC-BLR-01,GLX-206668,Vaayu Organics Private Limited,Scrap sale realisation,,91700.82,INR
07-Mar-2026,DOC/2026/207514,SALES,4110-REV-DOM,CC-BLR-02,GLX-207514,Devgiri Paints LLP,Annual maintenance billing,,49986.00,INR
07-Mar-2026,DOC/2026/208133,SALES,4120-REV-DOM,CC-MYS-01,GLX-208133,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,87967.00,INR
07-Mar-2026,DOC/2026/208158,SALES,4160-REV-DOM,CC-BLR-01,GLX-208158,Marudhar Furnishings LLP,Labelling job billing,,2345.00,INR
07-Mar-2026,DOC/2026/209023,SALES,4140-REV-DOM,CC-MYS-01,GLX-209023,Rukmini Provisions Private Limited,Testing and calibration charges,,12957.00,INR
07-Mar-2026,DOC/2026/209126,SALES,4130-REV-DOM,CC-BLR-01,GLX-209126,Sohrab Auto Spares LLP,Consignment despatch,,64310.00,INR
07-Mar-2026,DOC/2026/209133,SALES,4140-REV-DOM,CC-BLR-02,GLX-209133,Chandravat Metals Private Limited,Bulk despatch schedule A,,24921.00,INR
07-Mar-2026,DOC/2026/209192,SALES,4140-REV-DOM,CC-BLR-01,GLX-209192,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,41655.53,INR
07-Mar-2026,DOC/2026/209253,SALES,4160-REV-DOM,CC-BLR-01,GLX-209253,Tanmay Toolroom Private Limited,Packaging material supply,,4055.00,INR
07-Mar-2026,DOC/2026/209665,SALES,4140-REV-DOM,CC-MYS-01,GLX-209665,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,83847.00,INR
07-Mar-2026,DOC/2026/209811,SALES,4120-REV-DOM,CC-BLR-02,GLX-209811,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,74971.94,INR
08-Mar-2026,DOC/2026/204759,SALES,4140-REV-DOM,CC-BLR-01,GLX-204759,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,83445.78,INR
08-Mar-2026,DOC/2026/205252,SALES,4130-REV-DOM,CC-PNQ-01,GLX-205252,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,15284.00,INR
08-Mar-2026,DOC/2026/205338,SALES,4150-REV-DOM,CC-BLR-01,GLX-205338,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,10000.00,INR
08-Mar-2026,DOC/2026/205357,SALES,4130-REV-DOM,CC-BLR-01,GLX-205357,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,73220.25,INR
08-Mar-2026,DOC/2026/205449,SALES,4120-REV-DOM,CC-HYD-01,GLX-205449,Utsav Bakers LLP,Scrap sale realisation,,70153.00,INR
08-Mar-2026,DOC/2026/205594,SALES,4140-REV-DOM,CC-BLR-01,GLX-205594,Naaz Fabrics Private Limited,Packaging material supply,,75345.00,INR
08-Mar-2026,DOC/2026/205678,SALES,4120-REV-DOM,CC-HYD-01,GLX-205678,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,25813.62,INR
08-Mar-2026,DOC/2026/205809,SALES,4120-REV-DOM,CC-BLR-02,GLX-205809,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,35911.57,INR
08-Mar-2026,DOC/2026/206609,SALES,4140-REV-DOM,CC-HYD-01,GLX-206609,Vaayu Organics Private Limited,Testing and calibration charges,,25113.00,INR
08-Mar-2026,DOC/2026/206626,SALES,4130-REV-DOM,CC-PNQ-01,GLX-206626,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,27284.30,INR
08-Mar-2026,DOC/2026/207025,SALES,4120-REV-DOM,CC-HYD-01,GLX-207025,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,11593.96,INR
08-Mar-2026,DOC/2026/207086,SALES,4140-REV-DOM,CC-HYD-01,GLX-207086,Suvarna Weaves LLP,Labelling job billing,,95463.05,INR
08-Mar-2026,DOC/2026/207546,SALES,4150-REV-DOM,CC-BLR-01,GLX-207546,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,48850.00,INR
08-Mar-2026,DOC/2026/207792,SALES,4120-REV-DOM,CC-PNQ-01,GLX-207792,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,93139.66,INR
08-Mar-2026,DOC/2026/207840,SALES,4130-REV-DOM,CC-MYS-01,GLX-207840,Ojas Lighting Private Limited,Palletisation charges,,42332.00,INR
08-Mar-2026,DOC/2026/207933,SALES,4120-REV-DOM,CC-HYD-01,GLX-207933,Devgiri Paints LLP,Freight recovery billing,,67093.00,INR
08-Mar-2026,DOC/2026/208434,SALES,4140-REV-DOM,CC-HYD-01,GLX-208434,Barkat Stationers Private Limited,Trial batch supply,,76503.00,INR
08-Mar-2026,DOC/2026/208598,SALES,4120-REV-DOM,CC-HYD-01,GLX-208598,Neelkanth Ceramics Pvt Ltd,Mould development charges,,63493.59,INR
08-Mar-2026,DOC/2026/208855,SALES,4110-REV-DOM,CC-PNQ-01,GLX-208855,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,984.18,INR
08-Mar-2026,DOC/2026/208893,SALES,4110-REV-DOM,CC-MYS-01,GLX-208893,Meghdoot Packaging LLP,Site erection charges,,40512.97,INR
08-Mar-2026,DOC/2026/208914,SALES,4120-REV-DOM,CC-HYD-01,GLX-208914,Shubhankar Electricals LLP,Machinery hire charges,,91693.39,INR
08-Mar-2026,DOC/2026/209260,SALES,4120-REV-DOM,CC-PNQ-01,GLX-209260,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,50959.00,INR
08-Mar-2026,DOC/2026/209413,SALES,4160-REV-DOM,CC-MYS-01,GLX-209413,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,69377.00,INR
08-Mar-2026,DOC/2026/209438,SALES,4160-REV-DOM,CC-BLR-02,GLX-209438,Ekansh Glassworks Private Limited,Rework charges billed,,34631.00,INR
08-Mar-2026,DOC/2026/209526,SALES,4130-REV-DOM,CC-BLR-01,GLX-209526,Tarangini Prints LLP,Design retainer billing,,49790.00,INR
08-Mar-2026,DOC/2026/209697,SALES,4120-REV-DOM,CC-MYS-01,GLX-209697,Sohrab Auto Spares LLP,Bulk despatch schedule A,,37957.38,INR
09-Mar-2026,DOC/2026/204128,SALES,4160-REV-DOM,CC-PNQ-01,GLX-204128,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,38369.34,INR
09-Mar-2026,DOC/2026/204850,SALES,4130-REV-DOM,CC-MYS-01,GLX-204850,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,18272.00,INR
09-Mar-2026,DOC/2026/205237,SALES,4140-REV-DOM,CC-BLR-01,GLX-205237,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,60255.77,INR
09-Mar-2026,DOC/2026/205834,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205834,Chirag Battery House Pvt Ltd,Mould development charges,,2809.76,INR
09-Mar-2026,DOC/2026/205894,SALES,4140-REV-DOM,CC-BLR-02,GLX-205894,Chandravat Metals Private Limited,Consignment despatch,,63861.00,INR
09-Mar-2026,DOC/2026/206074,SALES,4160-REV-DOM,CC-MYS-01,GLX-206074,Barkat Stationers Private Limited,Tooling amortisation billing,,25277.00,INR
09-Mar-2026,DOC/2026/206187,SALES,4160-REV-DOM,CC-BLR-01,GLX-206187,Prithvi Seeds and Feeds Pvt Ltd,Bulk despatch schedule A,,50165.84,INR
09-Mar-2026,DOC/2026/206315,SALES,4120-REV-DOM,CC-PNQ-01,GLX-206315,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,81049.33,INR
09-Mar-2026,DOC/2026/206333,SALES,4150-REV-DOM,CC-BLR-02,GLX-206333,Kalanjali Crafts Pvt Ltd,Site erection charges,,21466.00,INR
09-Mar-2026,DOC/2026/206358,SALES,4130-REV-DOM,CC-BLR-01,GLX-206358,Utsav Bakers LLP,Testing and calibration charges,,22040.01,INR
09-Mar-2026,DOC/2026/206394,SALES,4130-REV-DOM,CC-PNQ-01,GLX-206394,Ekansh Glassworks Private Limited,Labelling job billing,,64934.83,INR
09-Mar-2026,DOC/2026/206671,SALES,4150-REV-DOM,CC-BLR-02,GLX-206671,Kesari Handlooms Pvt Ltd,Freight recovery billing,,28696.71,INR
09-Mar-2026,DOC/2026/207038,SALES,4110-REV-DOM,CC-MYS-01,GLX-207038,Tarangini Prints LLP,Packaging material supply,,30222.72,INR
09-Mar-2026,DOC/2026/207365,SALES,4120-REV-DOM,CC-BLR-01,GLX-207365,Ojas Lighting Private Limited,Sample despatch billing,,17545.00,INR
09-Mar-2026,DOC/2026/207531,SALES,4120-REV-DOM,CC-MYS-01,GLX-207531,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,70267.91,INR
09-Mar-2026,DOC/2026/207929,SALES,4150-REV-DOM,CC-BLR-02,GLX-207929,Naaz Fabrics Private Limited,Design retainer billing,,3616.00,INR
09-Mar-2026,DOC/2026/207961,SALES,4110-REV-DOM,CC-PNQ-01,GLX-207961,Anokhi Kitchenware Pvt Ltd,Secondary transport recovery,,32274.00,INR
09-Mar-2026,DOC/2026/208057,SALES,4110-REV-DOM,CC-BLR-02,GLX-208057,Ambar Cold Rooms Pvt Ltd,Warehouse handling recovery,,17226.97,INR
09-Mar-2026,DOC/2026/208278,SALES,4120-REV-DOM,CC-PNQ-01,GLX-208278,Meghdoot Packaging LLP,Job work conversion charges,,28549.74,INR
09-Mar-2026,DOC/2026/208397,SALES,4130-REV-DOM,CC-PNQ-01,GLX-208397,Vindhya Plastics Private Limited,Annual maintenance billing,,74804.00,INR
09-Mar-2026,DOC/2026/208668,SALES,4110-REV-DOM,CC-BLR-01,GLX-208668,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,33060.00,INR
09-Mar-2026,DOC/2026/209321,SALES,4110-REV-DOM,CC-HYD-01,GLX-209321,Yamini Home Needs Pvt Ltd,Export documentation recovery,,75078.00,INR
09-Mar-2026,DOC/2026/209412,SALES,4140-REV-DOM,CC-BLR-02,GLX-209412,Tanmay Toolroom Private Limited,Design retainer billing,,28731.00,INR
09-Mar-2026,DOC/2026/209605,SALES,4130-REV-DOM,CC-MYS-01,GLX-209605,Marudhar Furnishings LLP,Rework charges billed,,19052.93,INR
09-Mar-2026,DOC/2026/209778,SALES,4130-REV-DOM,CC-BLR-01,GLX-209778,Rukmini Provisions Private Limited,Scrap sale realisation,,69590.00,INR
10-Mar-2026,DOC/2026/204266,SALES,4140-REV-DOM,CC-HYD-01,GLX-204266,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,56493.00,INR
10-Mar-2026,DOC/2026/205023,SALES,4110-REV-DOM,CC-PNQ-01,GLX-205023,Rukmini Provisions Private Limited,Testing and calibration charges,,95124.90,INR
10-Mar-2026,DOC/2026/205497,SALES,4110-REV-DOM,CC-MYS-01,GLX-205497,Jashan Sports Goods Pvt Ltd,Contract manufacturing charges,,84312.81,INR
10-Mar-2026,DOC/2026/205874,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205874,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,67579.71,INR
10-Mar-2026,DOC/2026/205901,SALES,4120-REV-DOM,CC-HYD-01,GLX-205901,Nirvaan Agro Mills Pvt Ltd,Sample despatch billing,,61513.57,INR
10-Mar-2026,DOC/2026/206588,SALES,4140-REV-DOM,CC-MYS-01,GLX-206588,Vaayu Organics Private Limited,Scrap sale realisation,,93957.44,INR
10-Mar-2026,DOC/2026/206896,SALES,4150-REV-DOM,CC-PNQ-01,GLX-206896,Madhuban Nurseries Pvt Ltd,Palletisation charges,,72814.00,INR
10-Mar-2026,DOC/2026/206983,SALES,4130-REV-DOM,CC-BLR-02,GLX-206983,Tanmay Toolroom Private Limited,Packaging material supply,,51626.00,INR
10-Mar-2026,DOC/2026/207023,SALES,4120-REV-DOM,CC-MYS-01,GLX-207023,Sitara Packaging Solutions Pvt Ltd,Warehouse handling recovery,,88447.00,INR
10-Mar-2026,DOC/2026/207171,SALES,4150-REV-DOM,CC-MYS-01,GLX-207171,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,71062.00,INR
10-Mar-2026,DOC/2026/207251,SALES,4110-REV-DOM,CC-HYD-01,GLX-207251,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,52158.00,INR
10-Mar-2026,DOC/2026/207304,SALES,4110-REV-DOM,CC-HYD-01,GLX-207304,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,22998.00,INR
10-Mar-2026,DOC/2026/207376,SALES,4160-REV-DOM,CC-BLR-02,GLX-207376,Chirag Battery House Pvt Ltd,Machinery hire charges,,43691.69,INR
10-Mar-2026,DOC/2026/207906,SALES,4140-REV-DOM,CC-PNQ-01,GLX-207906,Suvarna Weaves LLP,Rework charges billed,,11919.00,INR
10-Mar-2026,DOC/2026/208007,SALES,4160-REV-DOM,CC-MYS-01,GLX-208007,Tarangini Prints LLP,Design retainer billing,,31427.00,INR
10-Mar-2026,DOC/2026/208259,SALES,4140-REV-DOM,CC-MYS-01,GLX-208259,Sohrab Auto Spares LLP,Consignment despatch,,41937.00,INR
10-Mar-2026,DOC/2026/208659,SALES,4140-REV-DOM,CC-MYS-01,GLX-208659,Utsav Bakers LLP,Scrap sale realisation,,21297.00,INR
10-Mar-2026,DOC/2026/208664,SALES,4110-REV-DOM,CC-HYD-01,GLX-208664,Suvarna Weaves LLP,Labelling job billing,,40278.56,INR
10-Mar-2026,DOC/2026/208866,SALES,4140-REV-DOM,CC-BLR-02,GLX-208866,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,62301.85,INR
10-Mar-2026,DOC/2026/208980,SALES,4140-REV-DOM,CC-BLR-02,GLX-208980,Shubhankar Electricals LLP,Mould development charges,,62301.00,INR
10-Mar-2026,DOC/2026/209343,SALES,4160-REV-DOM,CC-HYD-01,GLX-209343,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,72143.00,INR
10-Mar-2026,DOC/2026/209425,SALES,4150-REV-DOM,CC-MYS-01,GLX-209425,Chandravat Metals Private Limited,Bulk despatch schedule A,,41782.08,INR
10-Mar-2026,DOC/2026/209462,SALES,4140-REV-DOM,CC-BLR-01,GLX-209462,Devgiri Paints LLP,Annual maintenance billing,,39915.69,INR
10-Mar-2026,DOC/2026/209961,SALES,4140-REV-DOM,CC-BLR-02,GLX-209961,Vindhya Plastics Private Limited,Freight recovery billing,,4191.00,INR
10-Mar-2026,DOC/2026/209962,SALES,4160-REV-DOM,CC-HYD-01,GLX-209962,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,93593.00,INR
10-Mar-2026,DOC/2026/209969,SALES,4150-REV-DOM,CC-PNQ-01,GLX-209969,Marudhar Furnishings LLP,Labelling job billing,,82564.82,INR
11-Mar-2026,DOC/2026/204186,SALES,4130-REV-DOM,CC-MYS-01,GLX-204186,Shubhankar Electricals LLP,Machinery hire charges,,91322.00,INR
11-Mar-2026,DOC/2026/204645,SALES,4130-REV-DOM,CC-BLR-01,GLX-204645,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,50030.32,INR
11-Mar-2026,DOC/2026/204702,SALES,4110-REV-DOM,CC-HYD-01,GLX-204702,Barkat Stationers Private Limited,Trial batch supply,,43308.00,INR
11-Mar-2026,DOC/2026/204929,SALES,4120-REV-DOM,CC-HYD-01,GLX-204929,Neelkanth Ceramics Pvt Ltd,Mould development charges,,89083.00,INR
11-Mar-2026,DOC/2026/204956,SALES,4130-REV-DOM,CC-PNQ-01,GLX-204956,Sohrab Auto Spares LLP,Bulk despatch schedule A,,83924.91,INR
11-Mar-2026,DOC/2026/205100,SALES,4130-REV-DOM,CC-PNQ-01,GLX-205100,Vaayu Organics Private Limited,Testing and calibration charges,,17204.28,INR
11-Mar-2026,DOC/2026/205103,SALES,4150-REV-DOM,CC-PNQ-01,GLX-205103,Tanmay Toolroom Private Limited,Design retainer billing,,82384.00,INR
11-Mar-2026,DOC/2026/205110,SALES,4160-REV-DOM,CC-HYD-01,GLX-205110,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,43793.00,INR
11-Mar-2026,DOC/2026/205531,SALES,4110-REV-DOM,CC-MYS-01,GLX-205531,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,31782.54,INR
11-Mar-2026,DOC/2026/205533,SALES,4110-REV-DOM,CC-HYD-01,GLX-205533,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,23688.87,INR
11-Mar-2026,DOC/2026/206183,SALES,4130-REV-DOM,CC-PNQ-01,GLX-206183,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,8414.00,INR
11-Mar-2026,DOC/2026/206426,SALES,4110-REV-DOM,CC-HYD-01,GLX-206426,Anokhi Kitchenware Pvt Ltd,Secondary transport recovery,,75318.00,INR
11-Mar-2026,DOC/2026/206492,SALES,4120-REV-DOM,CC-BLR-01,GLX-206492,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,48745.52,INR
11-Mar-2026,DOC/2026/206583,SALES,4110-REV-DOM,CC-PNQ-01,GLX-206583,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,73614.73,INR
11-Mar-2026,DOC/2026/206786,SALES,4120-REV-DOM,CC-PNQ-01,GLX-206786,Rukmini Provisions Private Limited,Scrap sale realisation,,42199.77,INR
11-Mar-2026,DOC/2026/207342,SALES,4150-REV-DOM,CC-HYD-01,GLX-207342,Devgiri Paints LLP,Freight recovery billing,,81868.00,INR
11-Mar-2026,DOC/2026/207563,SALES,4150-REV-DOM,CC-BLR-02,GLX-207563,Meghdoot Packaging LLP,Site erection charges,,42556.20,INR
11-Mar-2026,DOC/2026/207592,SALES,4140-REV-DOM,CC-PNQ-01,GLX-207592,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,14439.00,INR
11-Mar-2026,DOC/2026/207679,SALES,4140-REV-DOM,CC-BLR-01,GLX-207679,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,83475.31,INR
11-Mar-2026,DOC/2026/207844,SALES,4160-REV-DOM,CC-MYS-01,GLX-207844,Ekansh Glassworks Private Limited,Rework charges billed,,42707.88,INR
11-Mar-2026,DOC/2026/208298,SALES,4150-REV-DOM,CC-PNQ-01,GLX-208298,Suvarna Weaves LLP,Labelling job billing,,62824.00,INR
11-Mar-2026,DOC/2026/208393,SALES,4140-REV-DOM,CC-BLR-02,GLX-208393,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,63801.00,INR
11-Mar-2026,DOC/2026/208791,SALES,4120-REV-DOM,CC-HYD-01,GLX-208791,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,13513.00,INR
11-Mar-2026,DOC/2026/209077,SALES,4120-REV-DOM,CC-HYD-01,GLX-209077,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,89803.00,INR
11-Mar-2026,DOC/2026/209138,SALES,4130-REV-DOM,CC-PNQ-01,GLX-209138,Naaz Fabrics Private Limited,Packaging material supply,,86744.00,INR
12-Mar-2026,DOC/2026/204379,SALES,4160-REV-DOM,CC-BLR-01,GLX-204379,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,62015.05,INR
12-Mar-2026,DOC/2026/204572,SALES,4110-REV-DOM,CC-HYD-01,GLX-204572,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,84648.37,INR
12-Mar-2026,DOC/2026/205335,SALES,4120-REV-DOM,CC-MYS-01,GLX-205335,Shubhankar Electricals LLP,Mould development charges,,54847.49,INR
12-Mar-2026,DOC/2026/205552,SALES,4130-REV-DOM,CC-BLR-02,GLX-205552,Kesari Handlooms Pvt Ltd,Freight recovery billing,,58196.26,INR
12-Mar-2026,DOC/2026/205632,SALES,4140-REV-DOM,CC-PNQ-01,GLX-205632,Barkat Stationers Private Limited,Tooling amortisation billing,,64989.00,INR
12-Mar-2026,DOC/2026/206205,SALES,4130-REV-DOM,CC-HYD-01,GLX-206205,Yamini Home Needs Pvt Ltd,Export documentation recovery,,69578.19,INR
12-Mar-2026,DOC/2026/206263,SALES,4130-REV-DOM,CC-MYS-01,GLX-206263,Vaayu Organics Private Limited,Scrap sale realisation,,66602.52,INR
12-Mar-2026,DOC/2026/206268,SALES,4150-REV-DOM,CC-BLR-02,GLX-206268,Vindhya Plastics Private Limited,Annual maintenance billing,,34816.66,INR
12-Mar-2026,DOC/2026/206452,SALES,4130-REV-DOM,CC-HYD-01,GLX-206452,Naaz Fabrics Private Limited,Design retainer billing,,66008.59,INR
12-Mar-2026,DOC/2026/206658,SALES,4110-REV-DOM,CC-HYD-01,GLX-206658,Ojas Lighting Private Limited,Sample despatch billing,,27768.37,INR
12-Mar-2026,DOC/2026/207556,SALES,4110-REV-DOM,CC-BLR-02,GLX-207556,Tarangini Prints LLP,Packaging material supply,,49626.00,INR
12-Mar-2026,DOC/2026/207897,SALES,4150-REV-DOM,CC-BLR-02,GLX-207897,Devgiri Paints LLP,Annual maintenance billing,,87466.61,INR
12-Mar-2026,DOC/2026/207912,SALES,4150-REV-DOM,CC-MYS-01,GLX-207912,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,73552.00,INR
12-Mar-2026,DOC/2026/207967,SALES,4140-REV-DOM,CC-BLR-01,GLX-207967,Ambar Cold Rooms Pvt Ltd,Warehouse handling recovery,,19245.00,INR
12-Mar-2026,DOC/2026/208146,SALES,4160-REV-DOM,CC-BLR-02,GLX-208146,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,64811.00,INR
12-Mar-2026,DOC/2026/208151,SALES,4150-REV-DOM,CC-BLR-02,GLX-208151,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,23476.36,INR
12-Mar-2026,DOC/2026/208331,SALES,4120-REV-DOM,CC-BLR-02,GLX-208331,Madhuban Nurseries Pvt Ltd,Palletisation charges,,74701.15,INR
12-Mar-2026,DOC/2026/208446,SALES,4110-REV-DOM,CC-MYS-01,GLX-208446,Utsav Bakers LLP,Testing and calibration charges,,48042.00,INR
12-Mar-2026,DOC/2026/208817,SALES,4110-REV-DOM,CC-BLR-02,GLX-208817,Prithvi Seeds and Feeds Pvt Ltd,Bulk despatch schedule A,,9516.00,INR
12-Mar-2026,DOC/2026/208844,SALES,4140-REV-DOM,CC-PNQ-01,GLX-208844,Marudhar Furnishings LLP,Rework charges billed,,44229.00,INR
12-Mar-2026,DOC/2026/209250,SALES,4120-REV-DOM,CC-HYD-01,GLX-209250,Kalanjali Crafts Pvt Ltd,Site erection charges,,70963.00,INR
12-Mar-2026,DOC/2026/209262,SALES,4120-REV-DOM,CC-BLR-02,GLX-209262,Meghdoot Packaging LLP,Job work conversion charges,,20731.00,INR
12-Mar-2026,DOC/2026/209481,SALES,4140-REV-DOM,CC-BLR-01,GLX-209481,Chirag Battery House Pvt Ltd,Mould development charges,,20235.88,INR
12-Mar-2026,DOC/2026/209716,SALES,4150-REV-DOM,CC-BLR-01,GLX-209716,Chandravat Metals Private Limited,Consignment despatch,,16390.42,INR
12-Mar-2026,DOC/2026/209920,SALES,4160-REV-DOM,CC-PNQ-01,GLX-209920,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,60059.00,INR
12-Mar-2026,DOC/2026/209994,SALES,4110-REV-DOM,CC-MYS-01,GLX-209994,Ekansh Glassworks Private Limited,Labelling job billing,,71322.00,INR
13-Mar-2026,DOC/2026/204508,SALES,4130-REV-DOM,CC-BLR-01,GLX-204508,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,94700.50,INR
13-Mar-2026,DOC/2026/204623,SALES,4130-REV-DOM,CC-HYD-01,GLX-204623,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,32588.94,INR
13-Mar-2026,DOC/2026/205029,SALES,4130-REV-DOM,CC-MYS-01,GLX-205029,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,15512.31,INR
13-Mar-2026,DOC/2026/205039,SALES,4150-REV-DOM,CC-BLR-01,GLX-205039,Suvarna Weaves LLP,Rework charges billed,,72970.00,INR
13-Mar-2026,DOC/2026/205081,SALES,4120-REV-DOM,CC-MYS-01,GLX-205081,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,56467.92,INR
13-Mar-2026,DOC/2026/205135,SALES,4120-REV-DOM,CC-BLR-02,GLX-205135,Tanmay Toolroom Private Limited,Packaging material supply,,90631.00,INR
13-Mar-2026,DOC/2026/205324,SALES,4150-REV-DOM,CC-BLR-02,GLX-205324,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,75166.00,INR
13-Mar-2026,DOC/2026/205616,SALES,4150-REV-DOM,CC-HYD-01,GLX-205616,Rukmini Provisions Private Limited,Testing and calibration charges,,40618.68,INR
13-Mar-2026,DOC/2026/205695,SALES,4110-REV-DOM,CC-HYD-01,GLX-205695,Neelkanth Ceramics Pvt Ltd,Mould development charges,,66888.00,INR
13-Mar-2026,DOC/2026/205998,SALES,4140-REV-DOM,CC-PNQ-01,GLX-205998,Nirvaan Agro Mills Pvt Ltd,Sample despatch billing,,47559.00,INR
13-Mar-2026,DOC/2026/206081,SALES,4160-REV-DOM,CC-PNQ-01,GLX-206081,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,6209.00,INR
13-Mar-2026,DOC/2026/206122,SALES,4120-REV-DOM,CC-BLR-01,GLX-206122,Jashan Sports Goods Pvt Ltd,Contract manufacturing charges,,74215.24,INR
13-Mar-2026,DOC/2026/206556,SALES,4140-REV-DOM,CC-PNQ-01,GLX-206556,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,18699.26,INR
13-Mar-2026,DOC/2026/206988,SALES,4160-REV-DOM,CC-PNQ-01,GLX-206988,Tarangini Prints LLP,Design retainer billing,,39449.09,INR
13-Mar-2026,DOC/2026/207278,SALES,4140-REV-DOM,CC-HYD-01,GLX-207278,Sitara Packaging Solutions Pvt Ltd,Warehouse handling recovery,,71553.93,INR
13-Mar-2026,DOC/2026/207422,SALES,4150-REV-DOM,CC-PNQ-01,GLX-207422,Marudhar Furnishings LLP,Labelling job billing,,46804.00,INR
13-Mar-2026,DOC/2026/207474,SALES,4120-REV-DOM,CC-MYS-01,GLX-207474,Utsav Bakers LLP,Scrap sale realisation,,51517.04,INR
13-Mar-2026,DOC/2026/207489,SALES,4160-REV-DOM,CC-PNQ-01,GLX-207489,Vindhya Plastics Private Limited,Freight recovery billing,,13949.93,INR
13-Mar-2026,DOC/2026/207733,SALES,4120-REV-DOM,CC-BLR-02,GLX-207733,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,58201.00,INR
